날짜,평균,평년,현재기온,이슬점온도,습도,태풍,태풍영향10,태풍영향12,태풍영향14,태풍영향16,태풍영향18,태풍영향20
2018-10-15,2796,1783,22.0,7.0,38.0,0,o,o,o,o,o,o
2018-10-16,2789,1744,17.4,10.7,65.0,0,o,o,o,o,o,o
2018-10-17,2742,1704,21.9,6.9,38.0,0,o,o,o,o,o,o
2018-10-18,2617,1657,20.1,5.3,38.0,0,x,o,o,o,o,o
2018-10-19,2605,1655,20.1,7.4,44.0,0,x,o,o,o,o,o
2018-10-22,2556,1680,21.7,11.9,54.0,0,x,x,o,o,o,o
2018-10-23,2478,1687,21.5,9.3,46.0,0,x,x,o,o,o,o
2018-10-24,2502,1710,21.4,6.8,39.0,0,x,x,x,o,o,o
2018-10-25,2383,1648,21.9,7.3,39.0,0,x,x,x,o,o,o
2018-10-26,2364,1749,17.9,14.0,78.0,0,x,x,x,x,o,o
2018-10-29,2245,1756,17.2,8.3,56.0,0,x,x,x,x,o,o
2018-10-30,2151,1813,15.0,-0.7,34.0,0,x,x,x,x,x,o
2018-10-31,2108,1701,16.4,2.0,38.0,0,x,x,x,x,x,o
2018-11-01,1953,1521,16.6,0.6,34.0,0,x,x,x,x,x,x
2018-11-02,1941,1505,19.3,2.1,32.0,0,x,x,x,x,x,x
2018-11-05,1866,1577,22.1,7.1,38.0,0,x,x,x,x,x,x
2018-11-06,1844,1577,21.8,9.6,46.0,0,x,x,x,x,x,x
2018-11-07,1832,1564,19.5,11.5,60.0,0,x,x,x,x,x,x
2018-11-08,1783,1556,17.6,17.1,97.0,0,x,x,x,x,x,x
2018-11-09,1740,1589,18.0,6.5,47.0,0,x,x,x,x,x,x
2018-11-12,1721,1588,16.2,9.3,64.0,0,x,x,x,x,x,x
2018-11-13,1700,1571,16.9,8.3,57.0,0,x,x,x,x,x,x
2018-11-14,1674,1528,18.5,5.3,42.0,0,x,x,x,x,x,x
2018-11-15,1604,1525,18.7,6.1,44.0,0,x,x,x,x,x,x
2018-11-16,1592,1516,13.5,8.9,74.0,0,x,x,x,x,x,x
2018-11-19,1588,1497,15.4,-3.5,27.0,0,x,x,x,x,x,x
2018-11-20,1573,1484,15.3,-6.3,22.0,0,x,x,x,x,x,x
2018-11-21,1573,1477,12.5,-2.1,36.0,0,x,x,x,x,x,x
2018-11-22,1585,1479,10.5,-12.2,19.0,0,x,x,x,x,x,x
2018-11-23,1585,1482,9.8,-9.8,24.0,0,x,x,x,x,x,x
2018-11-26,1564,1486,16.9,4.8,45.0,0,x,x,x,x,x,x
2018-11-27,1563,1485,16.9,0.5,33.0,0,x,x,x,x,x,x
2018-11-28,1577,1484,15.8,0.0,34.0,0,x,x,x,x,x,x
2018-11-29,1535,1481,14.7,-3.6,28.0,0,x,x,x,x,x,x
2018-11-30,1541,1480,15.9,1.9,39.0,0,x,x,x,x,x,x
2018-12-03,1526,1492,16.6,15.6,94.0,0,x,x,x,x,x,x
2018-12-04,1526,1499,15.5,11.4,77.0,0,x,x,x,x,x,x
2018-12-05,1524,1503,12.7,-0.9,39.0,0,x,x,x,x,x,x
2018-12-06,1475,1505,7.3,3.1,75.0,0,x,x,x,x,x,x
2018-12-10,1496,1581,7.1,-12.1,24.0,0,x,x,x,x,x,x
2018-12-11,1496,1670,3.3,1.8,90.0,0,x,x,x,x,x,x
2018-12-12,1496,1715,6.0,-10.3,30.0,0,x,x,x,x,x,x
2018-12-13,1440,1823,7.5,-4.6,42.0,0,x,x,x,x,x,x
2018-12-14,1440,2012,4.9,-13.0,26.0,0,x,x,x,x,x,x
2018-12-17,1440,1895,9.0,-0.8,50.0,0,x,x,x,x,x,x
2018-12-18,1511,1895,9.3,-2.6,43.0,0,x,x,x,x,x,x
2018-12-19,1513,1870,14.7,-0.6,35.0,0,x,x,x,x,x,x
2018-12-20,1516,1840,10.5,2.0,56.0,0,x,x,x,x,x,x
2018-12-21,1524,1850,12.0,4.2,59.0,0,x,x,x,x,x,x
2018-12-24,1521,1598,7.5,-15.3,18.0,0,x,x,x,x,x,x
2018-12-26,1523,1594,10.2,-8.4,26.0,0,x,x,x,x,x,x
2018-12-27,1492,1572,3.2,-21.8,14.0,0,x,x,x,x,x,x
2018-12-28,1488,1610,0.1,-16.2,28.0,0,x,x,x,x,x,x
2018-12-31,1498,1441,6.4,-9.1,32.0,0,x,x,x,x,x,x
2019-01-02,1475,1440,5.5,-10.3,31.0,0,x,x,x,x,x,x
2019-01-03,1459,1428,6.5,-14.9,20.0,0,x,x,x,x,x,x
2019-01-04,1457,1426,2.9,-12.6,31.0,0,x,x,x,x,x,x
2019-01-07,1456,1444,7.5,-14.0,20.0,0,x,x,x,x,x,x
2019-01-08,1454,1438,7.4,-9.0,30.0,0,x,x,x,x,x,x
2019-01-09,1454,1420,3.5,-11.3,33.0,0,x,x,x,x,x,x
2019-01-10,1395,1411,8.1,-11.3,24.0,0,x,x,x,x,x,x
2019-01-11,1393,1403,9.9,-3.4,39.0,0,x,x,x,x,x,x
2019-01-14,1406,1381,10.8,-5.6,31.0,0,x,x,x,x,x,x
2019-01-15,1393,1384,10.2,-4.6,35.0,0,x,x,x,x,x,x
2019-01-16,1367,1384,3.5,-15.2,24.0,0,x,x,x,x,x,x
2019-01-17,1429,1375,6.5,-7.1,37.0,0,x,x,x,x,x,x
2019-01-18,1414,1375,9.0,-7.6,30.0,0,x,x,x,x,x,x
2019-01-21,1413,1385,7.0,-7.8,34.0,0,x,x,x,x,x,x
2019-01-22,1435,1389,10.3,-5.3,33.0,0,x,x,x,x,x,x
2019-01-23,1415,1387,11.2,-3.3,36.0,0,x,x,x,x,x,x
2019-01-24,1424,1382,10.1,-12.5,19.0,0,x,x,x,x,x,x
2019-01-25,1421,1390,6.6,-11.5,26.0,0,x,x,x,x,x,x
2019-01-28,1398,1449,10.7,-9.0,24.0,0,x,x,x,x,x,x
2019-01-29,1386,1461,10.6,-2.8,39.0,0,x,x,x,x,x,x
2019-01-30,1399,1473,12.6,-10.4,19.0,0,x,x,x,x,x,x
2019-01-31,1409,1481,-0.6,-1.0,97.0,0,x,x,x,x,x,x
2019-02-01,1422,1495,3.9,-6.1,48.0,0,x,x,x,x,x,x
2019-02-07,1400,1661,11.5,1.9,52.0,0,x,x,x,x,x,x
2019-02-08,1403,1698,6.7,-10.5,28.0,0,x,x,x,x,x,x
2019-02-11,1412,1711,5.4,-11.6,28.0,0,x,x,x,x,x,x
2019-02-12,1394,1693,7.3,-8.3,32.0,0,x,x,x,x,x,x
2019-02-13,1394,1684,8.2,-10.2,26.0,0,x,x,x,x,x,x
2019-02-14,1399,1677,9.6,-1.4,46.0,0,x,x,x,x,x,x
2019-02-15,1399,1672,10.3,1.1,53.0,0,x,x,x,x,x,x
2019-02-18,1399,1654,9.1,-10.9,23.0,0,x,x,x,x,x,x
2019-02-19,1386,1644,6.5,5.7,95.0,0,x,x,x,x,x,x
2019-02-20,1372,1636,9.0,-2.6,44.0,0,x,x,x,x,x,x
2019-02-21,1293,1632,11.5,0.0,45.0,0,x,x,x,x,x,x
2019-02-22,1299,1631,13.5,0.8,42.0,0,x,x,x,x,x,x
2019-02-25,1318,1634,16.2,-4.9,23.0,0,x,x,x,x,x,x
2019-02-26,1316,1639,11.4,-14.3,15.0,0,x,x,x,x,x,x
2019-02-27,1326,1644,12.9,2.7,50.0,0,x,x,x,x,x,x
2019-02-28,1354,1647,13.6,-4.6,28.0,0,x,x,x,x,x,x
2019-03-04,1346,1666,17.8,0.0,30.0,0,x,x,x,x,x,x
2019-03-05,1350,1669,16.6,0.6,34.0,0,x,x,x,x,x,x
2019-03-06,1344,1674,10.4,7.8,84.0,0,x,x,x,x,x,x
2019-03-07,1349,1677,12.5,0.8,45.0,0,x,x,x,x,x,x
2019-03-08,1339,1676,15.4,4.4,48.0,0,x,x,x,x,x,x
2019-03-11,1339,1673,14.7,4.3,50.0,0,x,x,x,x,x,x
2019-03-12,1342,1673,14.0,0.5,40.0,0,x,x,x,x,x,x
2019-03-13,1346,1671,9.5,-6.0,33.0,0,x,x,x,x,x,x
2019-03-14,1345,1671,12.5,-11.9,17.0,0,x,x,x,x,x,x
2019-03-15,1339,1665,12.9,0.6,43.0,0,x,x,x,x,x,x
2019-03-18,1327,1674,14.4,0.2,38.0,0,x,x,x,x,x,x
2019-03-19,1327,1674,21.7,1.3,26.0,0,x,x,x,x,x,x
2019-03-20,1327,1669,15.7,12.2,80.0,0,x,x,x,x,x,x
2019-03-21,1282,1653,21.3,9.5,47.0,0,x,x,x,x,x,x
2019-03-22,1272,1645,14.1,-2.3,32.0,0,x,x,x,x,x,x
2019-03-25,1270,1638,14.4,0.2,38.0,0,x,x,x,x,x,x
2019-03-26,1252,1636,20.1,-1.7,23.0,0,x,x,x,x,x,x
2019-03-27,1246,1635,19.0,0.0,28.0,0,x,x,x,x,x,x
2019-03-28,1330,1634,16.5,8.4,59.0,0,x,x,x,x,x,x
2019-03-29,1320,1633,17.3,10.1,63.0,0,x,x,x,x,x,x
2019-04-01,1326,1639,12.1,-8.4,23.0,0,x,x,x,x,x,x
2019-04-02,1333,1641,13.8,-6.4,24.0,0,x,x,x,x,x,x
2019-04-03,1337,1642,15.5,-9.4,17.0,0,x,x,x,x,x,x
2019-04-04,1328,1642,20.9,-3.6,19.0,0,x,x,x,x,x,x
2019-04-05,1329,1642,21.4,3.5,31.0,0,x,x,x,x,x,x
2019-04-08,1323,1653,21.8,-0.2,23.0,0,x,x,x,x,x,x
2019-04-09,1318,1658,14.4,1.9,43.0,0,x,x,x,x,x,x
2019-04-10,1315,1662,11.2,6.3,72.0,0,x,x,x,x,x,x
2019-04-11,1330,1675,13.2,5.3,59.0,0,x,x,x,x,x,x
2019-04-12,1337,1693,17.7,0.3,31.0,0,x,x,x,x,x,x
2019-04-15,1342,1716,20.5,-2.6,21.0,0,x,x,x,x,x,x
2019-04-16,1342,1727,22.5,2.5,27.0,0,x,x,x,x,x,x
2019-04-17,1348,1733,24.4,5.1,29.0,0,x,x,x,x,x,x
2019-04-18,1357,1732,22.5,7.8,39.0,0,x,x,x,x,x,x
2019-04-19,1364,1736,15.6,7.6,59.0,0,x,x,x,x,x,x
2019-04-22,1351,1758,24.1,12.0,47.0,0,x,x,x,x,x,x
2019-04-23,1348,1765,17.8,13.3,75.0,0,x,x,x,x,x,x
2019-04-24,1345,1766,21.4,18.5,84.0,0,x,x,x,x,x,x
2019-04-25,1295,1771,16.9,8.3,57.0,0,x,x,x,x,x,x
2019-04-26,1286,1773,11.8,9.6,87.0,0,x,x,x,x,x,x
2019-04-29,1313,1761,12.3,11.5,95.0,0,x,x,x,x,x,x
2019-04-30,1338,1762,18.7,13.1,70.0,0,x,x,x,x,x,x
2019-05-02,1482,1760,20.9,12.8,60.0,0,x,x,x,x,x,x
2019-05-03,1517,1767,24.8,7.4,33.0,0,x,x,x,x,x,x
2019-05-07,1504,1775,21.8,2.4,28.0,0,x,x,x,x,x,x
2019-05-08,1528,1785,23.8,1.9,24.0,0,x,x,x,x,x,x
2019-05-09,1549,1755,26.4,3.5,23.0,0,x,x,x,x,x,x
2019-05-10,1561,1727,25.4,6.0,29.0,0,x,x,x,x,x,x
2019-05-13,1576,1741,24.8,13.9,51.0,0,x,x,x,x,x,x
2019-05-14,1576,1783,25.8,17.1,59.0,0,x,x,x,x,x,x
2019-05-15,1594,1735,27.2,13.5,43.0,0,x,x,x,x,x,x
2019-05-16,1543,1973,29.5,14.8,41.0,0,x,x,x,x,x,x
2019-05-17,1543,1935,24.7,13.8,51.0,0,x,x,x,x,x,x
2019-05-20,1536,1992,22.3,11.0,49.0,0,x,x,x,x,x,x
2019-05-21,1639,1975,24.8,4.5,27.0,0,x,x,x,x,x,x
2019-05-22,1672,2036,26.7,4.4,24.0,0,x,x,x,x,x,x
2019-05-23,1682,2023,29.3,9.9,30.0,0,x,x,x,x,x,x
2019-05-24,1653,1885,29.6,16.7,46.0,0,x,x,x,x,x,x
2019-05-27,1682,1933,19.9,18.7,93.0,0,x,x,x,x,x,x
2019-05-28,1680,1937,23.7,7.7,36.0,0,x,x,x,x,x,x
2019-05-29,1675,1932,29.3,8.3,27.0,0,x,x,x,x,x,x
2019-05-30,1652,1880,28.7,10.8,33.0,0,x,x,x,x,x,x
2019-05-31,1675,1853,22.0,12.5,55.0,0,x,x,x,x,x,x
2019-06-03,1636,1846,28.8,17.3,50.0,0,x,x,x,x,x,x
2019-06-04,1621,1848,28.1,18.4,56.0,0,x,x,x,x,x,x
2019-06-05,1551,1834,30.0,17.7,48.0,0,x,x,x,x,x,x
2019-06-07,1560,1813,20.4,19.5,95.0,0,x,x,x,x,x,x
2019-06-10,1560,1811,24.0,13.5,52.0,0,x,x,x,x,x,x
2019-06-11,1560,1819,24.2,15.4,58.0,0,x,x,x,x,x,x
2019-06-12,1543,1820,24.9,16.0,58.0,0,x,x,x,x,x,x
2019-06-13,1677,1812,27.5,16.4,51.0,0,x,x,x,x,x,x
2019-06-14,1669,1785,20.4,17.2,82.0,0,x,x,x,x,x,x
2019-06-17,1666,1770,26.1,18.2,62.0,0,x,x,x,x,x,x
2019-06-18,1670,1770,26.2,19.3,66.0,0,x,x,x,x,x,x
2019-06-19,1669,1768,28.1,19.0,58.0,0,x,x,x,x,x,x
2019-06-20,1658,1764,30.1,19.7,54.0,0,x,x,x,x,x,x
2019-06-21,1658,1763,29.3,19.6,56.0,0,x,x,x,x,x,x
2019-06-24,1658,1747,23.8,16.8,65.0,0,x,x,x,x,x,x
2019-06-25,1658,1736,26.3,19.1,65.0,0,x,x,x,x,x,x
2019-06-26,1661,1722,19.1,18.2,95.0,0,x,x,x,x,x,x
2019-06-27,1623,1716,25.3,23.3,89.0,0,x,x,x,x,x,x
2019-06-28,1622,1698,25.9,20.6,73.0,0,x,x,x,x,x,x
2019-07-01,1625,1705,25.9,22.9,84.0,0,x,x,x,x,x,x
2019-07-02,1625,1712,29.5,21.1,61.0,0,x,x,x,x,x,x
2019-07-03,1625,1721,26.1,21.3,75.0,0,x,x,x,x,x,x
2019-07-04,1609,1728,29.1,20.5,60.0,0,x,x,x,x,x,x
2019-07-05,1609,1733,30.0,21.3,60.0,0,x,x,x,x,x,x
2019-07-08,1623,1755,28.5,18.5,55.0,0,x,x,x,x,x,x
2019-07-09,1623,1762,24.5,18.1,68.0,0,x,x,x,x,x,x
2019-07-10,1628,1761,22.5,20.0,86.0,0,x,x,x,x,x,x
2019-07-11,1630,1756,27.9,22.1,71.0,0,x,x,x,x,x,x
2019-07-12,1636,1756,28.5,18.8,56.0,0,x,x,x,x,x,x
2019-07-15,1622,1760,26.8,20.8,70.0,0,x,x,x,x,x,x
2019-07-16,1607,1759,27.8,20.3,64.0,3000,o,o,o,o,o,o
2019-07-17,1599,1771,28.9,19.2,56.0,3000,o,o,o,o,o,o
2019-07-18,1615,1801,23.0,21.6,92.0,3000,o,o,o,o,o,o
2019-07-19,1615,1814,23.8,23.1,96.0,3000,o,o,o,o,o,o
2019-07-22,1622,1865,32.5,25.3,66.0,0,o,o,o,o,o,o
2019-07-23,1630,1860,32.3,25.1,66.0,0,o,o,o,o,o,o
2019-07-24,1624,1883,30.7,23.1,64.0,0,o,o,o,o,o,o
2019-07-25,1562,1898,27.3,24.9,87.0,0,o,o,o,o,o,o
2019-07-26,1634,1903,26.2,25.3,95.0,0,o,o,o,o,o,o
2019-07-29,1599,1899,31.9,24.7,66.0,0,o,o,o,o,o,o
2019-07-30,1576,1908,32.0,24.3,64.0,0,o,o,o,o,o,o
2019-07-31,1572,1899,32.9,24.3,61.0,0,o,o,o,o,o,o
2019-08-01,1531,2311,32.6,24.8,64.0,0,o,o,o,o,o,o
2019-08-02,1533,2352,34.5,26.1,62.0,0,o,o,o,o,o,o
2019-08-05,1547,2194,35.1,25.2,57.0,3000,o,o,o,o,o,o
2019-08-06,1526,2215,28.3,22.9,73.0,3000,o,o,o,o,o,o
2019-08-07,1542,2224,31.2,25.5,72.0,3000,o,o,o,o,o,o
2019-08-08,1570,2280,34.4,25.2,59.0,3000,o,o,o,o,o,o
2019-08-09,1575,2158,33.7,24.8,60.0,3000,o,o,o,o,o,o
2019-08-12,1567,2272,32.4,25.4,67.0,3000,o,o,o,o,o,o
2019-08-13,1571,2145,33.2,23.8,58.0,3000,o,o,o,o,o,o
2019-08-14,1565,2113,32.4,23.9,61.0,3000,o,o,o,o,o,o
2019-08-16,1556,2108,29.9,23.0,67.0,3000,o,o,o,o,o,o
2019-08-19,1546,2077,30.7,23.6,66.0,0,o,o,o,o,o,o
2019-08-20,1542,2094,29.6,21.0,60.0,0,o,o,o,o,o,o
2019-08-21,1553,2091,29.8,24.6,74.0,0,o,o,o,o,o,o
2019-08-22,1581,2115,26.6,24.8,90.0,0,o,o,o,o,o,o
2019-08-23,1589,2132,28.7,20.4,61.0,0,o,o,o,o,o,o
2019-08-26,1602,2176,28.7,21.7,66.0,0,o,o,o,o,o,o
2019-08-27,1602,2171,22.8,21.9,95.0,0,o,o,o,o,o,o
2019-08-28,1602,2161,27.5,22.4,74.0,0,o,o,o,o,o,o
2019-08-29,1660,2173,24.2,22.6,91.0,0,o,o,o,o,o,o
2019-08-30,1653,2196,29.9,18.9,52.0,0,o,o,o,o,o,o
2019-09-02,1665,2283,22.1,21.5,97.0,3000,o,o,o,o,o,o
2019-09-03,1619,2262,26.1,23.1,84.0,3000,o,o,o,o,o,o
2019-09-04,1654,2265,26.8,23.2,81.0,3000,o,o,o,o,o,o
2019-09-05,1797,2265,29.6,24.0,72.0,3000,o,o,o,o,o,o
2019-09-06,1856,2271,29.2,24.3,75.0,3000,o,o,o,o,o,o
2019-09-09,1978,2263,31.4,23.2,62.0,0,o,o,o,o,o,o
2019-09-10,2021,2237,29.1,24.6,77.0,0,o,o,o,o,o,o
2019-09-11,2053,2218,27.5,23.9,81.0,0,o,o,o,o,o,o
2019-09-16,2171,2142,28.5,17.9,53.0,0,o,o,o,o,o,o
2019-09-17,2161,2152,29.4,13.5,38.0,0,o,o,o,o,o,o
2019-09-18,2164,2143,31.2,9.9,27.0,0,o,o,o,o,o,o
2019-09-19,1970,2146,25.1,12.3,45.0,3000,o,o,o,o,o,o
2019-09-20,2020,2172,26.3,14.7,49.0,3000,o,o,o,o,o,o
2019-09-23,2075,2184,20.7,16.3,76.0,3000,o,o,o,o,o,o
2019-09-24,2063,2176,25.6,15.3,53.0,0,o,o,o,o,o,o
2019-09-25,2010,2178,25.3,15.6,55.0,0,o,o,o,o,o,o
2019-09-26,2026,2156,27.2,17.6,56.0,0,o,o,o,o,o,o
2019-09-27,2034,2175,26.1,19.9,69.0,0,o,o,o,o,o,o
2019-09-30,2068,2126,29.3,22.7,68.0,3000,o,o,o,o,o,o
2019-10-01,2086,2129,23.4,22.0,92.0,3000,o,o,o,o,o,o
2019-10-02,2177,2123,23.4,22.3,94.0,3000,o,o,o,o,o,o
2019-10-04,2422,2124,26.4,18.2,61.0,0,o,o,o,o,o,o
2019-10-07,2567,2147,20.4,14.9,71.0,0,o,o,o,o,o,o
2019-10-08,2628,2169,23.2,12.4,51.0,0,o,o,o,o,o,o
2019-10-10,2777,2150,24.2,9.7,40.0,0,o,o,o,o,o,o
2019-10-11,2776,2125,27.6,13.1,41.0,0,o,o,o,o,o,o
2019-10-14,2791,2023,23.8,11.4,46.0,0,o,o,o,o,o,o
2019-10-15,2805,2000,19.0,10.2,57.0,0,o,o,o,o,o,o
2019-10-16,2818,1958,21.0,9.5,48.0,0,o,o,o,o,o,o
2019-10-17,2814,1924,19.4,12.8,66.0,0,o,o,o,o,o,o
2019-10-18,2813,1901,15.6,14.6,94.0,0,o,o,o,o,o,o
2019-10-21,2842,1902,24.6,11.5,44.0,0,x,o,o,o,o,o
2019-10-22,2842,1909,23.0,14.2,58.0,0,x,o,o,o,o,o
2019-10-23,2841,1904,20.8,14.2,66.0,0,x,x,o,o,o,o
2019-10-24,2869,1903,20.9,15.4,71.0,0,x,x,o,o,o,o
2019-10-25,2866,1768,24.4,13.5,51.0,0,x,x,x,o,o,o
2019-10-28,2858,1800,20.3,5.1,37.0,0,x,x,x,o,o,o
2019-10-29,2862,1851,20.2,7.8,45.0,0,x,x,x,x,o,o
2019-10-30,2858,1881,20.0,2.7,32.0,0,x,x,x,x,o,o
2019-10-31,2920,1824,21.0,5.7,37.0,0,x,x,x,x,x,o
2019-11-01,2838,1577,23.0,7.9,38.0,0,x,x,x,x,x,o
2019-11-04,2737,1530,18.2,8.4,53.0,0,x,x,x,x,x,x
2019-11-05,2726,1590,19.9,6.2,41.0,0,x,x,x,x,x,x
2019-11-06,2728,1587,17.8,3.2,38.0,0,x,x,x,x,x,x
2019-11-07,2736,1569,18.6,5.4,42.0,0,x,x,x,x,x,x
2019-11-08,2680,1574,18.0,4.1,40.0,0,x,x,x,x,x,x
2019-11-11,2620,1623,19.0,6.7,45.0,0,x,x,x,x,x,x
2019-11-12,2558,1609,19.0,3.5,36.0,0,x,x,x,x,x,x
2019-11-13,2562,1585,15.4,4.7,49.0,0,x,x,x,x,x,x
2019-11-14,2555,1555,9.7,-9.9,24.0,0,x,x,x,x,x,x
2019-11-15,2535,1547,17.1,1.0,34.0,0,x,x,x,x,x,x
2019-11-18,2538,1527,14.1,5.9,58.0,0,x,x,x,x,x,x
2019-11-19,2503,1524,8.4,-4.1,41.0,0,x,x,x,x,x,x
2019-11-20,2511,1523,10.7,-6.6,29.0,0,x,x,x,x,x,x
2019-11-21,2508,1523,15.1,-1.5,32.0,0,x,x,x,x,x,x
2019-11-22,2556,1524,18.6,6.7,46.0,0,x,x,x,x,x,x
2019-11-25,2533,1527,14.4,6.2,58.0,0,x,x,x,x,x,x
2019-11-26,2533,1529,,,,0,x,x,x,x,x,x
2019-11-27,2522,1525,,,,0,x,x,x,x,x,x
2019-11-28,2504,1521,,,,0,x,x,x,x,x,x
2019-11-29,2504,1517,,,,0,x,x,x,x,x,x
2019-12-02,2526,1522,,,,0,x,x,x,x,x,x
2019-12-03,2546,1527,,,,0,x,x,x,x,x,x
2019-12-04,2554,1531,,,,0,x,x,x,x,x,x
2019-12-05,2556,1533,,,,0,x,x,x,x,x,x
2019-12-09,2583,1575,12.1,-4.1,32.0,0,x,x,x,x,x,x
2019-12-10,2678,1589,16.5,5.1,47.0,0,x,x,x,x,x,x
2019-12-11,2764,1680,17.6,5.8,46.0,0,x,x,x,x,x,x
2019-12-12,2866,1714,8.4,-11.5,23.0,0,x,x,x,x,x,x
2019-12-13,2911,1750,9.6,-6.7,31.0,0,x,x,x,x,x,x
2019-12-16,2972,2042,16.1,4.7,47.0,0,x,x,x,x,x,x
2019-12-17,2992,1861,14.8,8.9,68.0,0,x,x,x,x,x,x
2019-12-18,3021,1856,13.8,-3.0,31.0,0,x,x,x,x,x,x
2019-12-19,3055,1854,11.2,-11.6,19.0,0,x,x,x,x,x,x
2019-12-20,3049,1817,9.0,-4.5,38.0,0,x,x,x,x,x,x
2019-12-23,3082,1609,12.0,-0.2,43.0,0,x,x,x,x,x,x
2019-12-24,3073,1618,10.9,-0.5,45.0,0,x,x,x,x,x,x
2019-12-26,3068,1596,6.1,0.6,68.0,0,x,x,x,x,x,x
2019-12-27,3022,1582,8.1,-12.3,22.0,0,x,x,x,x,x,x
2019-12-30,2987,1480,13.3,7.5,68.0,0,x,x,x,x,x,x
2019-12-31,3023,1473,2.5,-18.2,20.0,0,x,x,x,x,x,x
